"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"The Place-based Work of Global Circulation: Maritime Workers, Collaboration, and Labor Agency at the Seaport","https://scispace.com/paper/the-place-based-work-of-global-circulation-maritime-workers-3grtxqhjqz","2023","Journal Article","Economic Geography","Andrew Warren
Chris Gibson","10.1080/00130095.2023.2263127","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Does not reference Poole’s framework; focuses on place‑based collaboration among maritime pilots, tug operators, and liners without linking to the specified sociological criteria.","How does place influence the work of global circulation, and how might that work enroll hitherto overlooked modes of collaboration, power, and agency? Geographers recentering labor in analyses of global production and circulation emphasize the labor–capital relation and employer control versus employee resistance. This can limit empirical and political prospects. Instead, we foreground two additional relationships: collaborative relationships of trust between workers across roles and organizations who coordinate circulation together; and relations between workers and place that unfold as tasks are completed amid challenging oceanic and climatic forces. Such relationships are forged by the need to collaborate and provide the foundation for transverse exercises of labor agency. To illustrate, we take to the water with maritime workers (marine pilots, tugboat operators, and liners), observing how shipping circulation is maintained. Seaports are idiosyncratic places—gateways and chokepoints for global circulation experiencing oceanic and atmospheric extremes. Coordination problems are pervasive. Disruption risks require maritime workers to collaborate in place to ensure circulation occurs through place. Demonstrating how the ocean's lateral forces mediate circulation, we emphasize three features of an on-water, place-based labor process: (1) choreographed coordination, (2) situational awareness, and (3) combined multidimensional skills. Navigating a labor process conditioned by the sea, port workers collaborate to manage risks and maintain circulation. In so doing, they also preside over risk and circulation. We argue for collaborative relationships and transverse expressions of agency to feature more prominently in analyses of the diverse, place-based, and interconnected labor upon which capitalist circulation depends. "
"Managers, Corporatism and Control","https://scispace.com/paper/managers-corporatism-and-control-4zqnbyalur","1981","Journal Article","The Journal of General Management","Michael Poole","10.1177/030630708100700202","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on state influence on managerial decision‑making, not on maritime sociology, seafarers, shipping, or Poole's framework.","During the course of the twentieth century, the involvement ofthe State in economic and ind ustrial policy has had far reaching consequences for processes of decision-making within organisations. Thus, on the one hand, there has been an appreciable expansion in legislation covering such issues as employment, health and safety, mergers and financial probity; while on the other, the bulk of modern governments has at times applied various exhortatory pressures and sanctions which have frequently circumscribed the scope of company operations. The upshot has been that, other than the growth in power of organised labour, no other current phenomenon has had such a profound impact upon the capacity of managers to shape strategic objectives and day-to-day policies within the enterprise. In view of the momentous character ofthis change, it is surprising, however, that very little information is available on the reactions of the managers themselves to such an exigency. To be sure,"
"Human resource management practices in human resource management practices in human resource management practices in human resource management practices in human resource management practices in shipping comp","https://scispace.com/paper/human-resource-management-practices-in-human-resource-31i74nbyme","2007","","","Subhash C. Kundu
Divya Malhan
Pradeep Kumar","","https://scispace.com/pdf/human-resource-management-practices-in-human-resource-31i74nbyme.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper focuses on generic HR practices in shipping without referencing Poole's framework, seafarer labor specifics, or broader sociological contributions.","HE need of organizations for people and people for organizations will be more difficult to satisfy in the today’s competitive business environment. Firm’s competitive advantage could be generated from human resources (HR) and firm performance is influenced by a set of effective HRM practices. In this study, we intend to assess the HR practices in shipping companies. Primary data based on 250 observations from 125 shipping companies was analyzed to bring out the human resource management practices practiced in shipping companies. Factor analysis brought about five factors, which were further analyzed. Two factors namely ‘training and performance appraisal’ and ‘hiring and compensation system’ emerged very strong HR practices followed by ‘career development’. ‘Job analysis and HR planning’ was moderately practiced in shipping companies. ‘Workforce diversity and flexi-work system’ also showed presence but did not emerge as strong practice."
"Industrial Democracy Revisted: A Theoretical Perspective","https://scispace.com/paper/gbmCx9nz8E0J","","","","M Poole
R Lansbury
N Wailes","","https://www.academia.edu/download/73093466/Industrial_Democracy_Revisted_A_Theoreti20211018-2346-1obn9qc.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on industrial democracy and general industrial relations; lacks any mention of Poole, maritime sociology, seafarers, shipping, or related maritime organizations.",""
"Aligning Technological and Institutional Change: Maritime Transport in the West Mediterranean Sea","https://scispace.com/paper/aligning-technological-and-institutional-change-maritime-2yznx05auy","2012","Journal Article","Competition and regulation in network industries","Alberto Asquer","10.1177/178359171201300201","https://scispace.com/pdf/aligning-technological-and-institutional-change-maritime-2yznx05auy.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on technological‑institutional co‑evolution in West Mediterranean maritime transport, lacking Poole's framework, labour issues, or sociological analysis.","Within the area of study of infrastructure, various works have addressed the issue of the development of technological and institutional systems of network industries. In a dynamic perspective, issues arise about how technology and institutions co-evolve, what stimulates improvement of infrastructure performance, and how formal institutions should be designed in order to facilitate technological and institutional co-evolution. Building on the coherence framework for performance in network industries, this study aims to contribute to the development of an improved theory of technological and institutional change in network industries. The theoretical developments are illustrated through the case of technological and institutional changes of the maritime transport industry in the West Mediterranean Sea. The results suggest that more attention should be placed on the variety of private and public dimensions of performance of the network industry and by the mutual interaction between status quo conditions in the technological and institutional systems."
"Social dialogue in the process of structural adjustment and private sector participation in ports. A practical guidance manual","https://scispace.com/paper/social-dialogue-in-the-process-of-structural-adjustment-and-1ubxzy1xzy","2006","Book","","Peter Turnbull","","https://scispace.com/pdf/social-dialogue-in-the-process-of-structural-adjustment-and-1ubxzy1xzy.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The manual focuses on practical guidance for social dialogue during port restructuring, without referencing Poole's framework, seafarer-specific issues, or broader maritime sociological theory.","This accessible manual provides instruments to manage and facilitate processes of social dialogue in the world’s ports, targeting particularly those who are involved in, or are currently planning, major programmes of structural adjustment and private sector participation"
"Social Forces and Managerial Job Satisfaction","https://scispace.com/paper/social-forces-and-managerial-job-satisfaction-buo4nnaf08","1983","Journal Article","Personnel Review","Roger Mansfield
Michael Poole
Paul Blyton
Paul Frost","10.1108/EB055473","https://www.emerald.com/pr/article-pdf/12/1/38/2081175/eb055473.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on British managerial job satisfaction; no maritime labor, shipping, or Poole's maritime sociology framework discussed.","Managers are a very large and growing occupational group of substantial economic and social significance. Indeed, by 1978, Lindley estimated that there were as many as 2,146,000 managers in Britain, corresponding to no less than 8.7 per cent of all employed persons. Despite this, there has been surprisingly little systematic research on managers as an occupational group. However, this has not precluded a substantial amount of comment and speculation about managers and their roles in modern industrial Britain, particularly in the popular media. In a large number of cases, the tone of the argument suggests that managers are being increasingly constrained in their activities and that their “prerogative to manage” has been substantially undermined."
"Organizational effectiveness at seaports: a systems approach","https://scispace.com/paper/organizational-effectiveness-at-seaports-a-systems-approach-hbidmq4qhx","2010","Journal Article","Maritime Policy & Management","Çimen Karataş Çetin
A. Güldem Cerit","10.1080/03088831003700611","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on seaport effectiveness via systems theory; no mention of Poole, seafarer labor, or maritime sociology frameworks.","Organizational Effectiveness (OE) is a rather new concept in the port business literature and not widely studied before. From the systems perspective, this concept focuses on the goals of the organization, the resources needed to achieve these goals, and the relationship between the organization and its environment. The reason behind choosing a systems approach is the significant role of seaports as open systems affected by changes and developments in world trade, supply chain and logistics trends, maritime transport, and technological developments. While seaports are multi-faceted organizations that constitute different interdependent and integrated units in their structure, they can also be regarded as the subsystems of the supply chain system. As being the social and technical systems, port organizations have unique characteristics that should be examined in detail to assess their effectiveness. To assess the effectiveness of port organizations, principally a set of effectiveness measures applicable to seaports should be determined. The main aim of this study is to assess the relative importance of the main effectiveness criteria in seaports and to determine the significance of main inputs and port subsystems which can be referred as the means to achieve effectiveness. By using the systems approach, the inputs, the processes, and the outputs of the port organizations are clearly defined with a conceptual model. Thirty-three statements have been developed under the main categories in the systems model and a two-round delphi survey is conducted, and qualitative analysis of the experts' opinions is carried out. The results of the delphi survey show that the main port inputs are port infrastructure, equipments, technology, and port labor; the major port processes are ship and cargo operations together with the logistics services, safety and security, information technologies, and marketing; and the most important effectiveness measures for the seaports are productivity, efficiency, service quality, adaptability, information and communication management, profitability, human resource quality, and customer satisfaction."
"Examining Human Factors for marine casualties using HFACS - maritime accidents (HFACS-MA)","https://scispace.com/paper/examining-human-factors-for-marine-casualties-using-hfacs-34q3670rwx","2012","Proceedings Article","International Conference on ITS Telecommunications","Shih-Tzung Chen
Yu Hsin Chou","10.1109/ITST.2012.6425205","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper focuses on a human‑factors classification system for maritime accidents, not on Poole's sociological framework, labour issues, or maritime sociology.","A dedicated Human and Organisational Factors (HOFs) framework for maritime accidents analysis is obviously worthwhile to be developed. In this article, a prototype of the framework is proposed and named as Human Factors Analysis and Classification System for Maritime Accidents (HFACS-MA). This is an analogue of HFACS and is in line with the core concepts of Reason's Generic Error Modelling System (GEMS) and Hawkins's SHEL model. Moreover, it complies with the requirements regarding the International Maritime Organization (IMO) guidelines. A proposed analysis method which incorporates HFACS-MA with Why-Because Analysis to provide a comprehensive insight into the accident regarding Herald of Free Enterprise disaster is also demonstrated. This integration may prove beneficial for spotlighting the causalities of the causal factors identified and the vulnerability of the operating system. The reasons that the integration can be deemed as complements to the demographics of a study using HFACS are also discussed in this paper."
"Multi-scalar trade unionism: Lessons from maritime unions","https://scispace.com/paper/multi-scalar-trade-unionism-lessons-from-maritime-unions-18dmac39ne","2017","Journal Article","Relations Industrielles-industrial Relations","Peter Fairbrother
Victor Gekara","10.7202/1038524AR","https://scispace.com/pdf/multi-scalar-trade-unionism-lessons-from-maritime-unions-18dmac39ne.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper examines multi‑scalar union practices in Australian ports but never references Michael Poole’s framework, seafarer‑specific issues, or broader maritime sociology criteria.","Union approaches in relation to the global recalibration of work and employment relations and practices over the last three decades are being worked out in practice. The question for unions is by which means they either have leverage or the potential to exercise power in relation to state and corporate decisions and strategies. Unions thus face challenging questions about the ways they organize, exercise their capacities and attempt to meet their purposes. With reference to the Australian maritime sector, the study examines the ways the main union, the Maritime Union of Australia, developed multi-scalar approaches to localized events. The problem unions face is to defend and advance workers’ interests. The task is to organize, to realize their capacities to defend and advance maritime workers’ interests, increasingly in multi-scalar ways.
 The argument is that leaderships and activity that ‘bridge’ scalar relationships are an important condition in this process. There appears to be a complex set of cross-connections between the local, the national and the international. While transnational connectivity increasingly defines contemporary forms of trade unionism, these scalar relations are defined in relation to the workplace, the everyday world, and by the ways that transport is a defining characteristic of the global world. These relations constitute contemporary class struggle where work and employment relations are always in a process of change and development. Trade unionism, thus, remains a collective expression of power relations, in an increasingly internationalized world of work and employment.
 Thus, this research presents important lessons for multi-scalar organization and campaigning by unions to realize their capacities and purpose. Nonetheless, this study is only a beginning. While it indicates the processes of bridging, the next step is to investigate the variety of ways that bridging may take place and with what outcomes for the development of multi-scalar activity."
"Organizational and economic bases of Ukrainian seaports functioning in the system of transport service market","https://scispace.com/paper/organizational-and-economic-bases-of-ukrainian-seaports-1lr8v4j4gj","2017","Journal Article","","Oksana Korniyenko
Ekaterina Koshara","10.33987/VSED.1(62).2017.84-93","https://scispace.com/pdf/organizational-and-economic-bases-of-ukrainian-seaports-1lr8v4j4gj.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Ukrainian port administration and economic organization, without referencing Poole's framework, seafarer labor issues, or broader maritime sociology concepts.",""
"A Conceptual Framework of Port Cooperation","https://scispace.com/paper/a-conceptual-framework-of-port-cooperation-10qtw7vmuy","2011","Journal Article","Journal of Korean navigation and port research","Dong Keun Ryoo","10.5394/KINPR.2011.35.7.581","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on port cooperation frameworks; does not engage with Poole's maritime sociology, seafarer labor issues, or related theoretical and policy analyses.","Globalization of production, changing technology in ocean shipping sector, shifting bargaining power from port service provider to port users, changing distribution patterns of the containerization and new implementation for the environment and safety concerns introduced new ways of administration in port sector. In these days, port industries cannot survive alone. Port operation and management has to be proactive to cooperate and integrate with other port operators or other industries. In the 21st century, cooperation in maritime sector is more common than that in the past with several different reasons in a mixture of forms of cooperation. Cooperation among port authorities, port operators, shipping line, inland transport service providers and/or related organizations themselves becomes to exist to overcome the challenges and development of the global transport chain. This paper investigates the concept of port cooperation and the case analysis of the cooperation in the port industry."
"Navigating HRM Challenges in Port and Shipping Management: Insights from Maritime Institute Graduates","https://scispace.com/paper/navigating-hrm-challenges-in-port-and-shipping-management-2swiq7psz3w2","2024","Journal Article","Dinasti International Journal of Education Management and Social Science (DIJEMSS)","Retno Sawitri Wulandari","10.38035/dijemss.v5i6.2704","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on HRM practices and graduate perspectives in port/shipping management; does not engage with Poole's framework, seafarer labor issues, or broader maritime sociology criteria.","This research delves into Human Resource Management (HRM) strategies within the Port and Shipping Management sector, focusing on the perspectives of graduates from the Maritime Institute (Sekolah Tinggi Ilmu Pelayaran Jakarta). Through qualitative analysis, the study identifies key HRM indicators, including training and development, safety and compliance, talent acquisition and retention, performance management, and leadership development. Additionally, it examines the alignment of HRM practices with international standards, emphasizing the importance of integrating global education benchmarks into organizational strategies. The findings underscore the critical role of HRM in driving professional development and organizational effectiveness within maritime environments. By aligning HRM practices with international standards, organizations can enhance professionalism, promote diversity and inclusion, and foster ethical leadership. This research offers valuable insights for HRM practitioners, policymakers, educators, and industry stakeholders seeking to navigate the complexities of the global Port and Shipping Management sector. "
"New Technology and Industrial Relations: Theoretical and Empirical Issues","https://scispace.com/paper/new-technology-and-industrial-relations-theoretical-and-2cnelu00mu","2018","Book Chapter","","Michael Poole","10.4324/9781351141246-8","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on microelectronics and industrial relations generally; no maritime content, Poole framework, or seafarer/port analysis.",""
"Profit Sharing and Share Ownership Schemes in Britain","https://scispace.com/paper/profit-sharing-and-share-ownership-schemes-in-britain-fhrcv7986d","1988","Journal Article","Management Research News","Michael Poole","10.1108/EB027950","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on UK profit‑sharing and employee shareholding schemes; contains no maritime sociology, seafarer, shipping, or Poole‑related content.",""
"Beyond a series of security nets: applying STAMP & STPA to port security","https://scispace.com/paper/beyond-a-series-of-security-nets-applying-stamp-stpa-to-port-4nbe7rjpw0","2015","Journal Article","Springer US","Adam David Williams
Adam David Williams","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on STAMP/STPA for port security, lacking Poole's framework, labor issues, or maritime sociology contributions.","Port security is an increasing concern given the significant role of ports in global commerce and today’s increasingly complex threat environment. Current approaches to port security mirror traditional models of accident causality – ‘a series of security nets’ based on component reliability and probabilistic assumptions. Traditional port security frameworks result in isolated and inconsistent improvement strategies. Recent work in engineered safety combines the ideas of hierarchy, emergence, control and communication into a new paradigm for understanding port security as an emergent complex system property. The ‘System-Theoretic Accident Model and Process (STAMP)’ is a new model of causality based on systems and control theory. The associated analysis process – System Theoretic Process Analysis (STPA) – identifies specific technical or procedural security requirements designed to work in coordination with (and be traceable to) overall port objectives. This process yields port security design specifications that can mitigate (if not eliminate) port security vulnerabilities related to an emphasis on component reliability, lack of coordination between port security stakeholders or economic pressures endemic in the maritime industry. This article aims to demonstrate how STAMP’s broader view of causality and complexity can better address the dynamic and interactive behaviors of social, organizational and technical components of port security."
"Systemic risk capability assessment methodology: A new approach for evaluating inter-connected risks in seaport ecosystems","https://scispace.com/paper/systemic-risk-capability-assessment-methodology-a-new-1i3uj3eaq0","2024","Journal Article","Progress in disaster science","Arunabh Mitra
Chime Youdon
Pradeep Chauhan
Rajib Shaw","10.1016/j.pdisas.2024.100325","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on systemic risk assessment for seaports, lacking any discussion of Poole's maritime sociology framework, labor issues, or related sociological contributions.","The ever-increasing systemic risks posed by disasters and the impacts of climate change have emerged as formidable challenges that demand comprehensive assessment and understanding. This study endeavours to address this critical need by introducing the innovative Systemic Risk Capability Assessment (SRCA) methodology. Unlike traditional risk assessment approaches, SRCA is uniquely designed to not only assess systemic risk but also operationalize its management, making it particularly suited for safeguarding critical infrastructure, with a specific focus on seaports. The SRCA methodology, offers a quasi-quantitative framework that goes beyond conventional risk assessment, enabling a deeper understanding of the dynamics and interdependencies inherent to seaport ecosystems. In the pursuit of demonstrating the practicality and versatility of the SRCA methodology, this study applies the model to two hypothetical ports, accompanied by the utilization of synthetic data. By doing so, it elucidates the step-by-step analysis facilitated by SRCA, highlighting its potential for enhancing the resilience of seaports to systemic risks. The results underscore the limitations of traditional risk assessment methodologies when confronted with the complexity of systemic risks in seaports, thereby emphasizing the significance of the proposed SRCA methodology. In conclusion, this research contributes significantly to the field of systemic risk management, particularly within the critical infrastructure domain. "
"BRITAIN'S MANAGERS'VIEWS ON THE ROLE OF GOVERNMENT IN THE ECONOMY AND IN INDUSTRIAL ACTIVITY: A LONGITUDINAL ANALYSIS.","https://scispace.com/paper/6CWlu2f8Q7QJ","","","","M Poole
R Mansfield
B Turner","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on British managers' views of government and economy; lacks any maritime sociology, seafarer, or Poole framework content.",""
"Human Resource Management in the Multi-divisional Company","https://scispace.com/paper/human-resource-management-in-the-multi-divisional-company-1s0tyt6w16","1994","Book","","John Purcell
Bruce W. Ahlstrand","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on HR in multi‑divisional firms; no maritime context, Poole framework, or seafarer/port issues addressed.","Using research-based case examples, this book is the first systematic attempt to analyze the way human resources are managed within multi-divisional structures John Purcell and Bruce Ahlstrand discuss the role of the corporate personnel department, the managers of unions and collective bargaining, and differing management styles The book will be a useful aid in understanding the complexity for human resources management in the multi-divisional company, and providing a basis for action"
"Address of Publisher & Editor's Office:","https://scispace.com/paper/address-of-publisher-editor-s-office-5birsaei4b","2013","","","Dung-Ying Lin
Chien-Chih Huang","","https://scispace.com/pdf/address-of-publisher-editor-s-office-5birsaei4b.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper focuses on maritime freight logistics, alliances, and port efficiency without addressing Poole's framework, seafarer labor issues, or sociological analysis.",""
"The origins of economic democracy: Profit sharing and employee shareholding schemes","https://scispace.com/paper/7dnLTFVFQk8J","","","","M Poole","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on profit‑sharing and employee shareholding schemes; lacks any discussion of maritime sociology, Poole's framework, or seafarer/port contexts.",""
"Beyond a series of security nets: Applying STAMP & STPA to port security","https://scispace.com/paper/beyond-a-series-of-security-nets-applying-stamp-stpa-to-port-2ql9jq7nf9","2015","Journal Article","Journal of Transportation Security","Adam David Williams
Adam David Williams","10.1007/S12198-015-0161-Y","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper focuses on applying STAMP/STPA to port security, lacking any discussion of Poole's maritime sociology framework, labor issues, or related sociological analyses.","Port security is an increasing concern given the significant role of ports in global commerce and today’s increasingly complex threat environment. Current approaches to port security mirror traditional models of accident causality – ‘a series of security nets’ based on component reliability and probabilistic assumptions. Traditional port security frameworks result in isolated and inconsistent improvement strategies. Recent work in engineered safety combines the ideas of hierarchy, emergence, control and communication into a new paradigm for understanding port security as an emergent complex system property. The ‘System-Theoretic Accident Model and Process (STAMP)’ is a new model of causality based on systems and control theory. The associated analysis process – System Theoretic Process Analysis (STPA) – identifies specific technical or procedural security requirements designed to work in coordination with (and be traceable to) overall port objectives. This process yields port security design specifications that can mitigate (if not eliminate) port security vulnerabilities related to an emphasis on component reliability, lack of coordination between port security stakeholders or economic pressures endemic in the maritime industry. This article aims to demonstrate how STAMP’s broader view of causality and complexity can better address the dynamic and interactive behaviors of social, organizational and technical components of port security."
"The impact of economic democracy: Profit-sharing and employee-shareholding schemes","https://scispace.com/paper/the-impact-of-economic-democracy-profit-sharing-and-employee-2va8kj9nss","1989","Book","","Michael Poole","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on profit‑sharing and employee share‑ownership in general firms; contains no maritime sociology, seafarer, shipping, or Poole‑specific content.","This work, originally published in 1989, examines a highly important phenomenon: the growth of profit-sharing and share-ownership schemes for employees within the company. The Origins of Economic Democracy traces the origins and developments of such schemes internationally, and presents an explanatory framework for understanding their emergence. Both legislation and economic conditions play key roles in determining the popularity of such schemes for companies and their employees. The subject of profit-sharing is of vital importance to companies endeavouring to improve their financial performance while increasing the degree of job satisfaction and organizational loyalty of staff members."
"Some problems of method and operational techniques in the study of corporatism","https://scispace.com/paper/some-problems-of-method-and-operational-techniques-in-the-1glx4q57nf","1982","Journal Article","European Journal of Political Research","Michael Poole","10.1111/J.1475-6765.1982.TB00021.X","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/AB86FA9A1B3E3A49D6A99AC268BF95EF/S0304413000011280a.pdf/div-class-title-some-problems-of-method-and-operational-techniques-in-the-study-of-corporatism-div.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on corporatism measurement in UK managers; no maritime, seafarer, or Poole-specific content.","This contribution is concerned with examining the appropriate methods for measuring corporatism in actual research designs. After a review of the main theoretical approaches to this question. a series of measures are derived from the paradigm of Winkler (1977) encompassing unity. order, nationalism and success and, more specifically the operating principles of co-operation. discipline. collectivity and mobilization. Research data from a study of managers in the United Kingdom are then presented and, on the basis of factor analysis, the original categories are reformulated in terms of control over markets. labour. international economic relationships and capital. and the operating principles of prices and incomes control. discipline, neo-mercantilism and control of investment strategy and economic resource location. More generally, too, in this area of study. a very close relationship between theoretical perspective and the selection of particular research methods is identified."
"The role of port cities and networks: reflections on the World Ports Climate Initiative","https://scispace.com/paper/the-role-of-port-cities-and-networks-reflections-on-the-btmk7rxtjn","2014","","","Paul Fenton","","https://scispace.com/pdf/the-role-of-port-cities-and-networks-reflections-on-the-btmk7rxtjn.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on climate initiatives and port‑city collaborations, without addressing Poole's framework, seafarer labor, or maritime sociology concepts.","This paper explores how port cities and municipal networks can contribute to reducing the climate and environmental impacts of shipping. Specifically, the paper reflects on the process of developing the World Ports Climate Declaration during 2007-2008 and the work of the World Ports Climate Initiative (WPCI) in subsequent years. The Declaration was a voluntary undertaking, adopted by 55 of the world’s largest ports, to individually and jointly work to reduce the climate and environmental impacts of port operations, the global shipping industry and related sectors. To do so, the Declaration highlighted a number of themes. The International Association of Ports and Harbours adopted a resolution in support of the Declaration and committed to long-term work on implementation through the WPCI, with thematic working groups and support tools including biannual conferences and a dedicated website. These working groups have subsequently not just implemented measures with regard to particular topics (e.g. installed onshore power supply systems or hybrid cargo handling equipment, or adopted an index for green shipping), but also developed guidance documents and provided support to other ports attempting to begin work with such measures. The impetus for the initial Declaration came from the City of Rotterdam and their engagement in the C40 Large Cities Group. The author will reflect on the origins of the initiative and his personal involvement in development of the Declaration, in order to assess the progress made by participating WPCI ports in subsequent years. Moreover, the author will consider the questions: where did the cities go? What role can port cities and municipal networks play in further developing and expanding the scope of the WPCI or similar initiatives? How can municipalities work together to transform ports and shipping whilst avoiding first mover problems?"
"Industrial relations in the future","https://scispace.com/paper/industrial-relations-in-the-future-4dxtm1x4us","1985","Journal Article","The Journal of General Management","Ray Richardson
Michael Poole
W. Brown
J. Rubery
K. Sisson
R. Tarling
F. Wilkinson","10.1177/030630708501100104","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper examines British industrial relations generally, with no focus on maritime sociology, Poole's framework, seafarers, shipping industry, or related methodological or policy aspects.","The objective of this paper is to examine, with special reference to management, some likely developments in British industrial relations in the forthcoming decade [1]. During the past fifteen or so years, this aspect of our national life has of course had momentous economic, political and social repercussions for all members of the population and, as a consequence, it has been the focal point for a considerable measure of popular and scholarly disputation. Moreover, in view particularly of fundamental technical changes in manufacturing industry in the future, issues of labour-management relations are almost certain to feature no less prominently in these respects during the period under review."
"Theories and evidence on the growth and distribution of profit sharing and employee shareholding schemes","https://scispace.com/paper/theories-and-evidence-on-the-growth-and-distribution-of-1ayorfs31q","1994","Journal Article","Human systems management","Michael Poole
Keith Leslie Whitfield","10.3233/HSM-1994-13306","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper examines profit‑sharing and employee share‑ownership in UK firms, with no focus on maritime sociology, seafarers, shipping, or related policy contexts.","In this paper, theories and evidence on profit-sharing and employee share-ownership schemes are presented. Various theories and explanations are first assessed. The analysis of general patterns of historical movement are based on three main theoretical approaches (evolutionary, cyclical and favourable conjunctures). In cross-sectional analysis, the range of specific explanatory variables in­ clude: industry characteristics, management ""styles"" , la­ bour force characteristics, and various industrial relations patterns. These theories are examined in relation to recent time­ series evidence from the UK and data from the third British Workplace Industrial Relations Survey (WIRS 3). It is found that the explanatory variables typically used in employment research predict the incidence of most types of employee shareholding scheme (but not the relative incidence of profit-related payments or bonuses). Moreover, it is shown that the financial performance of firms and the absence of industrial action are linked with the presence of schemes in the firm . This also suggests a theory of the application of employee financial participation that would help organisa­ tions survive and be successful in the very competitive world we are facing ."
"Organizing employment for high performance: theories, evidence and policy","https://scispace.com/paper/organizing-employment-for-high-performance-theories-evidence-3aoijqe7n0","1997","Journal Article","Organization Studies","Keith Leslie Whitfield
Michael John Findlay Poole","10.1177/017084069701800502","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on general employment organization and performance, without maritime context, seafarer issues, or Poole's maritime sociology framework.","There has been increased interest in recent years about the way in which employment is organized. Some commentators have suggested that there has been a qualitative transformation such that new forms of work organization have developed which offer the prospect of improved performance. Among the key propositions are: (1) labour is being deployed in a more flexible manner; (2) productivity increasingly depends on the commitment offered by workers; (3) performance-oriented work practices only work if introduced in an internally consistent manner; and (4), it is crucial that such practices are congruent with the overall strategy of the organization in which they are sited. Empirical evidence has indicated that there is much support for these propositions, but that the link between them and high organizational performance is both complex and variable. In particular, the context in which they are situated is a crucial determinant of their success."
"Participation and industrial democracy revisited: A theoretical perspective","https://scispace.com/paper/participation-and-industrial-democracy-revisited-a-16l22elkq0","2018","Book Chapter","","Michael Poole
Russell D. Lansbury
Nick Wailes","10.4324/9781315189284-2","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The chapter discusses industrial relations and state roles broadly, without reference to Poole's maritime sociology framework, seafarers, shipping industry, or maritime organizations.",""
"Industrial relations: origins and patterns of national diversity","https://scispace.com/paper/industrial-relations-origins-and-patterns-of-national-2evyodm7bf","1986","Book","","Michael Poole","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The work surveys general industrial relations actors and themes; it does not address maritime sociology, seafarers, shipping, or Poole's framework.","Part 1: The comparative approach1. Introduction2. Comparative frameworksPart 2: The 'actors' in the industrial relations system3. Managers and employers' associations4. Labour and trades unions5. Governments, political parties and the role of the statePart 3: Key themes in comparative industrial relations6. Industrial conflict7. Industrial democracy8. The distribution of economic rewardsPart 4: Conclusions9. Conclusions"
