Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,For anthrophony studies,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,For bio- or geo-phony studies,Unnamed: 17,Unnamed: 18
Kastelein,Temporary Hearing Threshold Shift in Harbor Porpoises (Phocoena phocoena) Due to One-Sixth Octave Noise Band at 16 kHz,AQUATIC MAMMALS,2019,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Synthetic,Physical,Altered hearing ability,Significant effect,NO,,,
Kastelein,Temporary Hearing Threshold Shift in Harbor Porpoises (Phocoena phocoena) Due to One-Sixth-Octave Noise Band at 32 kHz,AQUATIC MAMMALS,2019,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Synthetic,Physical,Altered hearing ability,Significant effect,NO,,,
Kastelein,Temporary Hearing Threshold Shift in Harbor Porpoises (Phocoena phocoena) Due to One-Sixth-Octave Noise Bands at 63 kHz,AQUATIC MAMMALS,2020,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Synthetic,Physical,Altered hearing ability,Significant effect,NO,,,
Kastelein,Temporary threshold shifts and recovery in a harbor porpoise (Phocoena phocoena) after octave-band noise at 4kHz,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2012,YES,NO,NO,YES,Phocoena phocoena,Mammal,Odontocete,Synthetic,Physical,Altered hearing ability,Significant effect,NO,,,
Kastelein,Effect of broadband-noise masking on the behavioral response of a harbor porpoise (Phocoena phocoena) to 1-s duration 6-7 kHz sonar up-sweeps,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2011,YES,NO,NO,YES,Phocoena phocoena,Mammal,Odontocete,Sonar,Physiological,Physiological response,No statistical test,NO,,,
Kastelein,Temporary hearing threshold shift in harbor seals (Phoca vitulina) due to a one-sixth-octave noise band centered at 16kHz,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2019,YES,NO,NO,YES,Phoca vitulina,Mammal,Pinnipeds & sirenians,Synthetic,Behavioural,Evasion or startle,No significant effect,NO,,,
Kastelein,Behavioral Responses of Harbor Seals (Phoca vitulina) to FaunaGuard Seal Module Sounds at Two Background Noise Levels,AQUATIC MAMMALS,2017,YES,NO,NO,NO,Phoca vitulina,Mammal,Pinnipeds & sirenians,ADD,Behavioural,Behavioural state change,Significant effect,NO,,,
Kastelein,Behavioral Responses of Harbor Seals (Phoca vitulina) to Sonar Signals in the 25-kHz Range,AQUATIC MAMMALS,2015,YES,NO,NO,NO,Phoca vitulina,Mammal,Pinnipeds & sirenians,Sonar,Behavioural,Behavioural state change,Significant effect,NO,,,
Kastelein,Deterring effects of 8-45 kHz tone pulses on harbour seals (Phoca vitulina) in a large pool,MARINE ENVIRONMENTAL RESEARCH,2006,YES,NO,NO,NO,Phoca vitulina,Mammal,Pinnipeds & sirenians,ADD,Behavioural,Evasion or startle,Significant effect,NO,,,
Kastelein,"Hearing thresholds of harbor seals (Phoca vitulina) for playbacks of seal scarer signals, and effects of the signals on behavior",HYDROBIOLOGIA,2015,YES,NO,NO,NO,Phoca vitulina,Mammal,Pinnipeds & sirenians,ADD,Behavioural,Evasion or startle,Significant effect,NO,,,
Kastelein,The influence of underwater data transmission sounds on the displacement behaviour of captive harbour seals (Phoca vitulina),MARINE ENVIRONMENTAL RESEARCH,2005,YES,NO,NO,NO,Phoca vitulina,Mammal,Pinnipeds & sirenians,Other,Behavioural,Evasion or startle,Significant effect,NO,,,
Kastelein,"Comparative temporary threshold shifts in a harbor porpoise and harbor seal, and severe shift in a seal (L)",JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2013,YES,NO,NO,YES,Phoca vitulina,Mammal,Pinnipeds & sirenians,Synthetic,Physical,Altered hearing ability,No statistical test,NO,,,
Kastelein,Effect of pile-driving sounds on harbor seal (Phoca vitulina) hearing,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2018,YES,NO,NO,NO,Phoca vitulina,Mammal,Pinnipeds & sirenians,Infrastructure,Physical,Altered hearing ability,Significant effect,NO,,,
Kastelein,Frequency of greatest temporary hearing threshold shift in harbor seals (Phoca vitulina) depends on fatiguing sound level,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2019,YES,NO,NO,NO,Phoca vitulina,Mammal,Pinnipeds & sirenians,Synthetic,Physical,Altered hearing ability,Significant effect,NO,,,
Kastelein,Hearing threshold shifts and recovery in harbor seals (Phoca vitulina) after octave-band noise exposure at 4 kHz,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2012,YES,NO,NO,NO,Phoca vitulina,Mammal,Pinnipeds & sirenians,Synthetic,Physical,Altered hearing ability,Significant effect,NO,,,
Kastelein,Temporary hearing threshold shift in harbor seals (Phoca vitulina) due to a one-sixth-octave noise band centered at 16kHz,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2019,YES,NO,NO,YES,Phoca vitulina,Mammal,Pinnipeds & sirenians,Synthetic,Physical,Altered hearing ability,Significant effect,NO,,,
Kavanagh,Seismic surveys reduce cetacean sightings across a large marine ecosystem,SCIENTIFIC REPORTS,2019,YES,NO,NO,YES,Multiple,Mammal,Mysticete,Seismic,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Kavanagh,Seismic surveys reduce cetacean sightings across a large marine ecosystem,SCIENTIFIC REPORTS,2019,YES,NO,NO,YES,Multiple,Mammal,Odontocete,Seismic,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Kindt-Larsen,Harbor porpoise (Phocoena phocoena) reactions to pingers,MARINE MAMMAL SCIENCE,2018,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,ADD,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Kok,Spatial avoidance to experimental increase of intermittent and continuous sound in two captive harbour porpoises,ENVIRONMENTAL POLLUTION,2018,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Synthetic,Behavioural,Evasion or startle,Significant effect,NO,,,
Koschinski,Behavioural reactions of free-ranging porpoises and seals to the noise of a simulated 2 MW windpower generator,MARINE ECOLOGY PROGRESS SERIES,2003,YES,NO,NO,YES,Phocoena phocoena,Mammal,Odontocete,Infrastructure,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Koschinski,Behavioral reactions of free-ranging harbor porpoises Phocoena phocoena encountering standard nylon and BaSO4 mesh gillnets and warning sound,MARINE ECOLOGY PROGRESS SERIES,2006,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Synthetic,Behavioural,Vocalisation,Significant effect,NO,,,
Koschinski,Behavioural reactions of free-ranging porpoises and seals to the noise of a simulated 2 MW windpower generator,MARINE ECOLOGY PROGRESS SERIES,2003,YES,NO,NO,YES,Phoca vitulina,Mammal,Pinnipeds & sirenians,Infrastructure,Behavioural,Evasion or startle,Significant effect,NO,,,
Kragh,Signal-specific amplitude adjustment to noise in common bottlenose dolphins (Tursiops truncatus),JOURNAL OF EXPERIMENTAL BIOLOGY,2019,YES,NO,NO,NO,Tursiops truncatus,Mammal,Odontocete,Vessel,Behavioural,Vocalisation,Significant effect,NO,,,
Kraus,Acoustic alarms reduce porpoise mortality,NATURE,1997,YES,NO,NO,YES,Multiple,Fish,Fish,ADD,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Kraus,Acoustic alarms reduce porpoise mortality,NATURE,1997,YES,NO,NO,YES,Phocoena phocoena,Mammal,Odontocete,ADD,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Kreb,Living under an aquatic freeway: effects of boats on Irrawaddy dolphins (Orcaella brevirostris) in a coastal and riverine environment in Indonesia,AQUATIC MAMMALS,2004,YES,NO,NO,NO,Orcaella brevirostris,Mammal,Odontocete,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Kunc,Anthropogenic Noise Affects Behavior across Sensory Modalities,AMERICAN NATURALIST,2014,YES,NO,NO,NO,Sepia officinalis,Invert,Invertebrate,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Kuningas,Killer whale presence in relation to naval sonar activity and prey abundance in northern Norway,ICES JOURNAL OF MARINE SCIENCE,2013,YES,NO,NO,NO,Orcinus orca,Mammal,Odontocete,Sonar,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Kvadsheim,Avoidance responses of minke whales to 1-4 kHz naval sonar,MARINE POLLUTION BULLETIN,2017,YES,NO,NO,NO,Balaenoptera acutorostrata,Mammal,Mysticete,Sonar,Behavioural,Evasion or startle,Significant effect,NO,,,
Kvadsheim,"Estimated tissue and blood N-2 levels and risk of decompression sickness in deep-, intermediate-, and shallow-diving toothed whales during exposure to naval sonar",FRONTIERS IN PHYSIOLOGY,2012,YES,NO,NO,NO,Multiple,Mammal,Odontocete,Sonar,Behavioural,Behavioural state change,No statistical test,NO,,,
Kvadsheim,Behavioural and Physiological Responses of Hooded Seals (Cystophora cristata) to 1 to 7 kHz Sonar Signals,AQUATIC MAMMALS,2010,YES,NO,NO,YES,Cystophora cristata,Mammal,Pinnipeds & sirenians,Sonar,Behavioural,Multiple behavioural impacts,Significant effect,YES,,,
Kvadsheim,Behavioural and Physiological Responses of Hooded Seals (Cystophora cristata) to 1 to 7 kHz Sonar Signals,AQUATIC MAMMALS,2010,YES,NO,NO,YES,Cystophora cristata,Mammal,Pinnipeds & sirenians,Sonar,Physiological,Physiological response,Significant effect,YES,,,
Kyhn,Pingers cause temporary habitat displacement in the harbour porpoise Phocoena phocoena,MARINE ECOLOGY PROGRESS SERIES,2015,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,ADD,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
La Manna,Behavioral response of brown meagre (Sciaena umbra) to boat noise,MARINE POLLUTION BULLETIN,2016,YES,NO,NO,NO,Sciaena umbra,Fish,Fish,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
La Manna,Behavioural strategy of common bottlenose dolphins (Tursiops truncatus) in response to different kinds of boats in the waters of Lampedusa Island (Italy),AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,2013,YES,NO,NO,NO,Tursiops truncatus,Mammal,Odontocete,Vessel,Behavioural,Vocalisation,Significant effect,NO,,,
La Manna,"Influence of environmental, social and behavioural variables on the whistling of the common bottlenose dolphin (Tursiops truncatus)",BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,2019,YES,NO,NO,NO,Tursiops truncatus,Mammal,Odontocete,Vessel,Behavioural,Vocalisation,Significant effect,NO,,,
La Manna,"Boat traffic in Lampedusa waters (Strait of Sicily, Mediterranean Sea) and its relation to the coastal distribution of common bottlenose dolphin (Tursiops truncatus)",CIENCIAS MARINAS,2010,YES,NO,NO,NO,Tursiops truncatus,Mammal,Odontocete,Vessel,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Lagardère,Effects of noise on growth and reproduction of Crangon crangon in rearing tanks,MAR. BIOL.,1982,YES,NO,NO,YES,Crangon crangon,Invert,Invertebrate,Other,Behavioural,Behavioural state change,No statistical test,NO,,,
Lagardère,Effects of noise on growth and reproduction of Crangon crangon in rearing tanks,MAR. BIOL.,1982,YES,NO,NO,YES,Crangon crangon,Invert,Invertebrate,Other,Demographic,Fecundity change,No statistical test,NO,,,
Lagardère,Effects of noise on growth and reproduction of Crangon crangon in rearing tanks,MAR. BIOL.,1982,YES,NO,NO,YES,Crangon crangon,Invert,Invertebrate,Other,Mortality,Observed mortality,No statistical test,NO,,,
Lagardère,Effects of noise on growth and reproduction of Crangon crangon in rearing tanks,MAR. BIOL.,1982,YES,NO,NO,YES,Crangon crangon,Invert,Invertebrate,Other,Physical,Growth or body condition,Significant effect,NO,,,
Lammers,Acoustic monitoring of coastal dolphins and their response to naval mine neutralization exercises,ROYAL SOCIETY OPEN SCIENCE,2017,YES,NO,NO,NO,Multiple,Mammal,Odontocete,Other,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Larsen,Acoustic alarms reduce bycatch of harbour porpoises in Danish North Sea gillnet fisheries,FISHERIES RESEARCH,2014,YES,NO,NO,YES,Multiple,Fish,Fish,ADD,Detected presence/absence,Detected presence/absence,No significant effect,NO,,,
Larsen,Acoustic alarms reduce bycatch of harbour porpoises in Danish North Sea gillnet fisheries,FISHERIES RESEARCH,2014,YES,NO,NO,YES,Phocoena phocoena,Mammal,Odontocete,ADD,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Lecchini,Boat noise prevents soundscape-based habitat selection by coral planulae,SCIENTIFIC REPORTS,2018,YES,NO,NO,YES,Multiple,Invert,Invertebrate,Vessel,Behavioural,Sensory processing and cognition,Significant effect,NO,,,
Lemon,"Response of travelling bottlenose dolphins (Tursiops aduncus) to experimental approaches by a powerboat in Jervis Bay, New South Wales, Australia",BIOLOGICAL CONSERVATION,2006,YES,NO,NO,NO,Tursiops aduncus,Mammal,Odontocete,Vessel,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Lesage,"The effect of vessel noise on the vocal behavior of Belugas in the St. Lawrence River estuary, Canada",MARINE MAMMAL SCIENCE,1999,YES,NO,NO,NO,Delphinapterus leucas,Mammal,Odontocete,Vessel,Behavioural,Vocalisation,Significant effect,NO,,,
Lester,Recreational Boats and Turtles: Behavioral Mismatches Result in High Rates of Injury,PLOS ONE,2013,YES,NO,NO,NO,Malaclemys terrapin,Reptile,Reptile,Vessel,Behavioural,Evasion or startle,No significant effect,NO,,,
Leunissen,"Impact of pile-driving on Hector's dolphin in Lyttelton Harbour, New Zealand",MARINE POLLUTION BULLETIN,2019,YES,NO,NO,NO,Cephalorhynchus hectori,Mammal,Odontocete,Infrastructure,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Lin,"Impacts of ship noise on the growth and immunophysiological response in the juveniles of two Sciaenidae species, Larimichthys crocea and Nibea albiflora",JOURNAL OF APPLIED ICHTHYOLOGY,2019,YES,NO,NO,YES,Multiple,Fish,Fish,Vessel,Physical,Growth or body condition,Significant effect,NO,,,
Lin,"Impacts of ship noise on the growth and immunophysiological response in the juveniles of two Sciaenidae species, Larimichthys crocea and Nibea albiflora",JOURNAL OF APPLIED ICHTHYOLOGY,2019,YES,NO,NO,YES,Multiple,Fish,Fish,Vessel,Physiological,Physiological response,Significant effect,NO,,,
Lin,Influence of vibration caused by sound on migration of sea cucumber Apostichopus japonicus,AQUACULTURE RESEARCH,2017,YES,NO,NO,NO,Apostichopus japonicus,Invert,Invertebrate,Synthetic,Behavioural,Behavioural state change,Significant effect,NO,,,
Lokkeborg,THE INFLUENCE OF SEISMIC EXPLORATION WITH AIRGUNS ON COD (GADUS-MORHUA) BEHAVIOR AND CATCH RATES,FISH BEHAVIOUR IN RELATION TO FISHING OPERATIONS,1996,YES,NO,NO,NO,Gadus morhua,Fish,Fish,Seismic,Detected presence/absence,Detected presence/absence,No statistical test,NO,,,
Lokkeborg,Sounds from seismic air guns: gear- and species-specific effects on catch rates and fish distribution,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,2012,YES,NO,NO,NO,Multiple,Fish,Fish,Seismic,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Lopez,"A trial of acoustic harassment device efficacy on free-ranging bottlenose dolphins in Sardinia, Italy",MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY,2011,YES,NO,NO,NO,Tursiops sp,Mammal,Odontocete,ADD,Behavioural,Evasion or startle,No significant effect,NO,,,
Lucke,The use of an air bubble curtain to reduce the received sound levels for harbor porpoises (Phocoena phocoena),JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2011,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Infrastructure,Behavioural,Behavioural state change,No statistical test,NO,,,
Lucke,Temporary shift in masked hearing thresholds in a harbor porpoise (Phocoena phocoena) after exposure to seismic airgun stimuli,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2009,YES,NO,NO,YES,Phocoena phocoena,Mammal,Odontocete,Seismic,Behavioural,Evasion or startle,No statistical test,NO,,,
Lucke,Temporary shift in masked hearing thresholds in a harbor porpoise (Phocoena phocoena) after exposure to seismic airgun stimuli,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2009,YES,NO,NO,YES,Phocoena phocoena,Mammal,Odontocete,Seismic,Physical,Altered hearing ability,No statistical test,NO,,,
Luis,Changes in the acoustic behavior of resident bottlenose dolphins near operating vessels,MARINE MAMMAL SCIENCE,2014,YES,NO,NO,NO,Tursiops truncatus,Mammal,Odontocete,Vessel,Behavioural,Vocalisation,Significant effect,NO,,,
Lundquist,"Behavioural Responses of Dusky Dolphin Groups (Lagenorhynchus obscurus) to Tour Vessels off Kaikoura, New Zealand",PLOS ONE,2012,YES,NO,NO,NO,Lagenorhynchus obscurus,Mammal,Odontocete,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Lundquist,Dusky dolphin movement patterns: short-term effects of tourism,NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH,2013,YES,NO,NO,NO,Lagenorhynchus obscurus,Mammal,Odontocete,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Lusseau,Vessel traffic disrupts the foraging behavior of southern resident killer whales Orcinus orca,ENDANGERED SPECIES RESEARCH,2009,YES,NO,NO,NO,Orcinus orca,Mammal,Odontocete,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Lusseau,"Residency pattern of bottlenose dolphins Tursiops spp in Milford Sound, New Zealand, is related to boat traffic",MARINE ECOLOGY PROGRESS SERIES,2005,YES,NO,NO,NO,Tursiops sp,Mammal,Odontocete,Vessel,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Lusseau,"The short term behavioural reactions of bottlenose dolphins to interactions with boats in Doubtful Sound, New Zealand",MARINE MAMMAL SCIENCE,2006,YES,NO,NO,NO,Tursiops sp.,Mammal,Odontocete,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Lusseau,Effects of Tour Boats on the Behaviour of Bottlenose Dolphins: Using Markov Chains to Model Anthropogenic Impacts,CONSERVATION BIOLOGY,2003,YES,NO,NO,NO,Tursiops spp,Mammal,Odontocete,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Lusseau,"Male and female bottlenose dolphins Tursiops spp have different strategies to avoid interactions with tour boats in Doubtful Sound, New Zealand",MARINE ECOLOGY PROGRESS SERIES,2003,YES,NO,NO,NO,Tursiops spp,Mammal,Odontocete,Vessel,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Lyamin,Cardiorespiratory changes in beluga in response to acoustic noise,DOKL. BIOL. SCI.,2011,YES,NO,NO,NO,Delphinapterus leucas,Mammal,Odontocete,Synthetic,Physiological,Physiological response,Significant effect,NO,,,
Madsen,Sperm whales (Physeter catodon L-1758) do not react to sounds from detonators,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2000,YES,NO,NO,NO,Physeter macrocephalus,Mammal,Odontocete,Other,Behavioural,Multiple behavioural impacts,No statistical test,NO,,,
Madsen,Male sperm whale behaviour during exposures to distant seismic survey pulses,AQUATIC MAMMALS,2002,YES,NO,NO,NO,Physeter macrocephalus,Mammal,Odontocete,Seismic,Behavioural,Vocalisation,Significant effect,NO,,,
Magnhagen,Effects of motorboat noise on foraging behaviour in Eurasian perch and roach: a field experiment,MARINE ECOLOGY PROGRESS SERIES,2017,YES,NO,NO,NO,Multiple,Fish,Fish,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Malinka,"First in situ passive acoustic monitoring for marine mammals during operation of a tidal turbine in Ramsey Sound, Wales",MARINE ECOLOGY PROGRESS SERIES,2018,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Infrastructure,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Mangel,Using pingers to reduce bycatch of small cetaceans in Peru's small-scale driftnet fishery,ORYX,2013,YES,NO,NO,YES,Multiple,Fish,Fish,ADD,Detected presence/absence,Detected presence/absence,No significant effect,NO,,,
Mangel,Using pingers to reduce bycatch of small cetaceans in Peru's small-scale driftnet fishery,ORYX,2013,YES,NO,NO,YES,Multiple,Mammal,Odontocete,ADD,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Manzano-Roth,Impacts of US Navy Training Events on Blainville's Beaked Whale (Mesoplodon densirostris) Foraging Dives in Hawaiian Waters,AQUATIC MAMMALS,2016,YES,NO,NO,NO,Mesoplodon densirostris,Mammal,Odontocete,Sonar,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Marega-Imamura,"Behavioral responses of Sotalia guianensis (Cetartiodactyla, Delphinidae) to boat approaches in northeast Brazil",LATIN AMERICAN JOURNAL OF AQUATIC RESEARCH,2018,YES,NO,NO,NO,Sotalia guianensis,Mammal,Odontocete,Vessel,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Marley,"Effects of vessel traffic and underwater noise on the movement, behaviour and vocalisations of bottlenose dolphins in an urbanised estuary",SCIENTIFIC REPORTS,2017,YES,NO,NO,NO,Tursiops aduncus,Mammal,Odontocete,Vessel,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Martin,Minke whales (Balaenoptera acutorostrata) respond to navy training,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2015,YES,NO,NO,NO,Balaenoptera acutorostrata,Mammal,Mysticete,Multiple,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Maruska,Encoding properties of auditory neurons in the brain of a soniferous damselfish: response to simple tones and complex conspecific signals,JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,2009,YES,NO,NO,NO,Abudefduf abdominalis,Fish,Fish,Synthetic,Physiological,Physiological response,Significant effect,NO,,,
Matthews,Acoustically advertising male harbour seals in southeast Alaska do not make biologically relevant acoustic adjustments in the presence of vessel noise,BIOLOGY LETTERS,2020,YES,NO,NO,NO,Phoca vitulina,Mammal,Pinnipeds & sirenians,Vessel,Behavioural,Vocalisation,Significant effect,NO,,,
Mattson,"Effects of boat activity on the behavior of bottlenose dolphins (Tursiops truncatus) in waters surrounding Hilton Head Island, South Carolina",AQUATIC MAMMALS,2005,YES,NO,NO,NO,Tursiops truncatus,Mammal,Odontocete,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
May-Collado,Dolphin changes in whistle structure with watercraft activity depends on their behavioral state,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2014,YES,NO,NO,NO,Tursiops sp,Mammal,Odontocete,Vessel,Behavioural,Vocalisation,Significant effect,NO,,,
Mccarthy,Changes in spatial and temporal distribution and vocal behavior of Blainville's beaked whales (Mesoplodon densirostris) during multiship exercises with mid-frequency sonar,MARINE MAMMAL SCIENCE,2011,YES,NO,NO,NO,Mesoplodon densirostris,Mammal,Odontocete,Sonar,Behavioural,Vocalisation,Significant effect,NO,,,
Mccauley,High intensity anthropogenic sound damages fish ears,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2003,YES,NO,NO,NO,Pagrus auratus,Fish,Fish,Seismic,Physical,Altered hearing ability,Significant effect,NO,,,
Mccauley,Widely used marine seismic survey air gun operations negatively impact zooplankton,NATURE ECOLOGY & EVOLUTION,2017,YES,NO,NO,NO,Multiple,Invert,Invertebrate,Seismic,Mortality,Observed mortality,Significant effect,NO,,,
Mccormick,Effects of boat noise on fish fast-start escape response depend on engine type,SCIENTIFIC REPORTS,2019,YES,NO,NO,NO,Pomacentrus chrysurus,Fish,Fish,Vessel,Behavioural,Compromised anti-predator response,Significant effect,YES,,,
Mccormick,Effect of elevated CO2 and small boat noise on the kinematics of predator - prey interactions,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,YES,NO,NO,NO,Pomacentrus wardi,Fish,Fish,Vessel,Behavioural,Compromised anti-predator response,Significant effect,NO,,,
Mccormick,Boat noise impacts risk assessment in a coral reef fish but effects depend on engine type,SCIENTIFIC REPORTS,2018,YES,NO,NO,NO,Pomacentrus wardi,Fish,Fish,Vessel,Behavioural,Compromised anti-predator response,Significant effect,YES,,,
Mcdonald,Vessel generator noise as a settlement cue for marine biofouling species,BIOFOULING,2014,YES,NO,NO,YES,Ciona intestinalis,Invert,Invertebrate,Vessel,Behavioural,Sensory processing and cognition,Significant effect,NO,,,
Mcdonald,Vessel generator noise as a settlement cue for marine biofouling species,BIOFOULING,2014,YES,NO,NO,YES,Ciona intestinalis,Invert,Invertebrate,Vessel,Demographic,Egg/larval development,Significant effect,NO,,,
Mcdonald,Vessel generator noise as a settlement cue for marine biofouling species,BIOFOULING,2014,YES,NO,NO,YES,Ciona intestinalis,Invert,Invertebrate,Vessel,Demographic,Egg/larval development,Significant effect,NO,,,
Melcon,Blue Whales Respond to Anthropogenic Noise,PLOS ONE,2012,YES,NO,NO,NO,Balaenoptera musculus,Mammal,Mysticete,Sonar,Behavioural,Vocalisation,Significant effect,NO,,,
Mensinger,The effect of motorboat sound on Australian snapper Pagrus auratus inside and outside a marine reserve,ECOLOGY AND EVOLUTION,2018,YES,NO,NO,NO,Pagrus auratus,Fish,Fish,Vessel,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Mickle,Hearing capabilities and behavioural response of sea lamprey (Petromyzon marinus) to low-frequency sounds,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,2019,YES,NO,NO,NO,Petromyzon marinus,Invert,Invertebrate,Synthetic,Behavioural,Behavioural state change,No significant effect,NO,,,
Mikkelsen,"Simulated seal scarer sounds scare porpoises, but not seals: species-specific responses to 12 kHz deterrence sounds",ROYAL SOCIETY OPEN SCIENCE,2017,YES,NO,NO,YES,Phocoena phocoena,Mammal,Odontocete,ADD,Behavioural,Evasion or startle,Significant effect,NO,,,
Mikkelsen,Long-term sound and movement recording tags to study natural behavior and reaction to ship noise of seals,ECOLOGY AND EVOLUTION,2019,YES,NO,NO,NO,Halichoerus grypus,Mammal,Pinnipeds & sirenians,Vessel,Behavioural,Behavioural state change,No statistical test,NO,,,
Mikkelsen,"Simulated seal scarer sounds scare porpoises, but not seals: species-specific responses to 12 kHz deterrence sounds",ROYAL SOCIETY OPEN SCIENCE,2017,YES,NO,NO,YES,Phoca vitulina,Mammal,Pinnipeds & sirenians,ADD,Behavioural,Behavioural state change,Significant effect,NO,,,
Miksis-Olds,Noise level correlates with manatee use of foraging habitats,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2007,YES,NO,NO,NO,Trichechus manatus,Mammal,Pinnipeds & sirenians,Vessel,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Miksis-Olds,Behavioral response of manatees to variations in environmental sound levels,MARINE MAMMAL SCIENCE,2011,YES,NO,NO,NO,Trichechus manatus latirostris,Mammal,Pinnipeds & sirenians,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Miksis-Olds,Simulated vessel approaches elicit differential responses from manatees,MARINE MAMMAL SCIENCE,2007,YES,NO,NO,NO,Trichechus manatus latirostris,Mammal,Pinnipeds & sirenians,Vessel,Behavioural,Multiple behavioural impacts,Significant effect,YES,,,
Miller,Three dimensional marine seismic survey has no measurable effect on species richness or abundance of a coral reef associated fish community,MARINE POLLUTION BULLETIN,2013,YES,NO,NO,NO,Multiple,Fish,Fish,Seismic,Detected presence/absence,Detected presence/absence,No significant effect,NO,,,
Miller,Whale songs lengthen in response to sonar,NATURE,2000,YES,NO,NO,NO,Megaptera novaeangliae,Mammal,Mysticete,Sonar,Behavioural,Vocalisation,Significant effect,NO,,,
